#K-Path    Energy     s     py     pz     px    dxy    dyz    dz2    dxz  x2-y2    tot
#Band-index    1
   0.329   -19.889  0.628  0.000  0.000  0.014  0.000  0.000  0.000  0.000  0.000  0.648
   0.348   -19.921  0.628  0.000  0.000  0.014  0.000  0.000  0.000  0.000  0.000  0.648
   0.367   -19.935  0.628  0.000  0.000  0.012  0.000  0.000  0.000  0.000  0.000  0.644
   0.367   -19.935  0.628  0.000  0.000  0.012  0.000  0.000  0.000  0.000  0.000  0.644
   0.379   -19.935  0.628  0.000  0.000  0.012  0.000  0.000  0.000  0.000  0.000  0.644
   0.390   -19.934  0.628  0.000  0.000  0.012  0.000  0.000  0.000  0.000  0.000  0.644
   0.401   -19.932  0.628  0.000  0.000  0.012  0.000  0.000  0.000  0.000  0.000  0.644
   0.412   -19.929  0.628  0.000  0.000  0.012  0.000  0.000  0.000  0.000  0.000  0.644
   0.423   -19.926  0.628  0.000  0.000  0.013  0.000  0.000  0.000  0.000  0.000  0.644
   0.434   -19.923  0.628  0.000  0.000  0.014  0.000  0.000  0.000  0.000  0.000  0.644
   0.446   -19.918  0.628  0.000  0.000  0.014  0.000  0.000  0.000  0.000  0.000  0.644
   0.457   -19.913  0.628  0.000  0.000  0.014  0.000  0.000  0.000  0.000  0.000  0.644
